"Sample","Location","MFI","Antigen"
"S6","PNG",1580,"LF005"
"S6","PNG",3360.5,"EBP"
"S6","PNG",5951.5,"LF010"
"S6","PNG",1388,"PTEX150"
"S6","PNG",2258.5,"RBP2b.P87"
"S6","PNG",5602,"LF016"
"S6","PNG",1292,"PvCSS"
"S7","PNG",933,"LF005"
"S7","PNG",2018,"EBP"
"S7","PNG",3523,"LF010"
"S7","PNG",838,"PTEX150"
"S7","PNG",1578,"RBP2b.P87"
"S7","PNG",3223,"LF016"
"S7","PNG",730,"PvCSS"
"S8","PNG",526,"LF005"
"S8","PNG",1228,"EBP"
"S8","PNG",2164,"LF010"
"S8","PNG",479,"PTEX150"
"S8","PNG",900,"RBP2b.P87"
"S8","PNG",1880,"LF016"
"S8","PNG",365.5,"PvCSS"
"S9","PNG",272,"LF005"
"S9","PNG",663,"EBP"
"S9","PNG",1298,"LF010"
"S9","PNG",252.5,"PTEX150"
"S9","PNG",537,"RBP2b.P87"
"S9","PNG",1082,"LF016"
"S9","PNG",180.5,"PvCSS"
"S10","PNG",152,"LF005"
"S10","PNG",378.5,"EBP"
"S10","PNG",764.5,"LF010"
"S10","PNG",141.5,"PTEX150"
"S10","PNG",309.5,"RBP2b.P87"
"S10","PNG",630.5,"LF016"
"S10","PNG",96,"PvCSS"
"S1","PNG",13555,"LF005"
"S1","PNG",17323,"EBP"
"S1","PNG",27677,"LF010"
"S1","PNG",11765,"PTEX150"
"S1","PNG",9114.5,"RBP2b.P87"
"S1","PNG",24790,"LF016"
"S1","PNG",13426.5,"PvCSS"
"S2","PNG",10045,"LF005"
"S2","PNG",14013,"EBP"
"S2","PNG",23497,"LF010"
"S2","PNG",7952.5,"PTEX150"
"S2","PNG",7531,"RBP2b.P87"
"S2","PNG",20614,"LF016"
"S2","PNG",9361,"PvCSS"
"S3","PNG",7580.5,"LF005"
"S3","PNG",11588,"EBP"
"S3","PNG",19688,"LF010"
"S3","PNG",5929,"PTEX150"
"S3","PNG",6209.5,"RBP2b.P87"
"S3","PNG",17123,"LF016"
"S3","PNG",7138,"PvCSS"
"S4","PNG",5300.5,"LF005"
"S4","PNG",8715.5,"EBP"
"S4","PNG",14082.5,"LF010"
"S4","PNG",4066,"PTEX150"
"S4","PNG",5072,"RBP2b.P87"
"S4","PNG",12917.5,"LF016"
"S4","PNG",4684,"PvCSS"
"S5","PNG",2733,"LF005"
"S5","PNG",5888,"EBP"
"S5","PNG",9738,"LF010"
"S5","PNG",2231.5,"PTEX150"
"S5","PNG",3653.5,"RBP2b.P87"
"S5","PNG",8961.5,"LF016"
"S5","PNG",2386,"PvCSS"
"S6","PNG",1592,"LF005"
"S6","PNG",3411.5,"EBP"
"S6","PNG",6313,"LF010"
"S6","PNG",1331.5,"PTEX150"
"S6","PNG",2342,"RBP2b.P87"
"S6","PNG",5804,"LF016"
"S6","PNG",1304,"PvCSS"
"S7","PNG",952,"LF005"
"S7","PNG",2047.5,"EBP"
"S7","PNG",3966,"LF010"
"S7","PNG",825.5,"PTEX150"
"S7","PNG",1505,"RBP2b.P87"
"S7","PNG",3318,"LF016"
"S7","PNG",715,"PvCSS"
"S8","PNG",588,"LF005"
"S8","PNG",1251,"EBP"
"S8","PNG",2433.5,"LF010"
"S8","PNG",520,"PTEX150"
"S8","PNG",1091,"RBP2b.P87"
"S8","PNG",2171,"LF016"
"S8","PNG",389.5,"PvCSS"
"S9","PNG",300,"LF005"
"S9","PNG",714,"EBP"
"S9","PNG",1383,"LF010"
"S9","PNG",266.5,"PTEX150"
"S9","PNG",585,"RBP2b.P87"
"S9","PNG",1187,"LF016"
"S9","PNG",192,"PvCSS"
"S10","PNG",156,"LF005"
"S10","PNG",376,"EBP"
"S10","PNG",805.5,"LF010"
"S10","PNG",143,"PTEX150"
"S10","PNG",307,"RBP2b.P87"
"S10","PNG",662,"LF016"
"S10","PNG",101,"PvCSS"
